id,age,employer_type,highest_education_completed,marital_status,occupation_code,race_code,gender,capital_gains,capital_losses,hours_worked_per_week,native_country_code,salary_greater_than_100k
2078,36,non_government,high_school, separated,6,3,1,0,0,40,20,0
2079,78,non_government,masters_degree, widowed,6,1,1,0,0,40,19,0
2080,31,government_federal,high_school, married,11,0,1,0,0,40,20,0
2081,30,non_government,high_school, married,8,3,1,0,0,40,20,0
2082,40,government_local,bachelors_degree, married,1,3,1,0,0,48,20,0
2083,23,non_government,associates_degree_vocational,never_married,5,3,0,0,0,40,20,0
2084,57,non_government,professional_degree, married,6,1,1,0,6031,40,15,1
2085,32,non_government,some_college,never_married,2,3,0,0,0,40,20,0
2086,33,non_government,high_school, married,4,3,1,10707,0,40,20,0
2087,60,non_government,some_college, separated,8,0,0,0,0,30,20,0
2088,25,self_employed_not_incorporated,high_school,never_married,3,1,0,0,0,40,20,0
2089,26,government_federal,associates_degree_vocational,never_married,6,3,1,0,0,50,12,0
2090,36,government_federal,high_school, married,2,3,0,0,0,40,20,0
2091,35,non_government,high_school, divorced,8,3,0,0,0,60,20,1
2092,35,self_employed_not_incorporated,high_school, divorced,11,3,1,0,0,80,18,0
2093,27,government_state,bachelors_degree,never_married,5,3,1,0,0,12,20,0
2094,36,non_government,associates_degree_academic,never_married,0,3,1,0,0,50,20,0
2095,38,non_government,some_college, divorced,2,3,0,0,0,40,20,0
2096,41,self_employed_not_incorporated,high_school, married,1,3,1,0,0,40,20,0
2097,32,government_state,high_school,never_married,8,3,1,0,0,40,20,0
2098,21,non_government,high_school,never_married,8,2,1,0,0,20,20,0
2099,34,self_employed_not_incorporated,high_school, married,6,3,1,0,0,60,20,0
2100,37,non_government,some_college, married,0,3,1,0,0,50,20,0
2101,52,non_government,high_school, divorced,6,3,1,9349,0,40,20,0
2102,63,self_employed_incorporated,masters_degree, divorced,1,3,1,0,0,70,20,1
2103,30,non_government,some_college,never_married,2,3,1,0,0,45,20,0
2104,30,non_government,bachelors_degree,never_married,5,3,1,0,0,60,33,0
2105,51,self_employed_incorporated,bachelors_degree, married,0,1,0,0,0,35,30,0
2106,43,self_employed_incorporated,some_college, married,0,3,1,0,0,40,20,0
2107,60,government_federal,some_college, married,5,3,1,0,0,40,20,0
2108,22,non_government,some_college,never_married,3,3,1,0,0,65,20,0
2109,45,self_employed_incorporated,high_school, divorced,0,3,1,0,0,42,20,0
2110,40,non_government,high_school, divorced,8,3,1,0,0,45,20,0
2111,50,non_government,high_school, married,2,3,1,0,0,40,20,0
2112,32,non_government,high_school, separated,7,3,0,0,0,30,20,0
2113,36,non_government,high_school, separated,7,2,0,0,0,35,20,0
2114,34,government_local,associates_degree_academic, divorced,2,3,0,0,0,10,20,0
2115,20,non_government,some_college,never_married,7,3,1,0,0,40,20,0
2116,22,non_government,associates_degree_vocational,never_married,5,3,0,0,0,36,20,0
2117,42,non_government,some_college, divorced,3,3,0,0,0,43,20,0
2118,33,non_government,some_college,never_married,3,1,1,0,0,26,19,0
2119,50,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,0,35,20,0
2120,56,self_employed_not_incorporated,bachelors_degree, married,1,3,0,0,0,40,20,1
2121,34,non_government,high_school, married,3,3,1,0,0,45,20,0
2122,56,non_government,some_college, married,6,3,1,0,0,50,20,1
2123,23,non_government,bachelors_degree, married,1,3,1,0,0,40,20,0
2124,35,non_government,high_school, married,6,3,1,0,0,40,20,0
2125,44,non_government,masters_degree, married,1,3,1,0,0,42,20,1
2126,27,self_employed_incorporated,masters_degree,never_married,8,3,1,0,0,40,20,0
2127,46,non_government,bachelors_degree, separated,1,2,0,0,0,36,20,0
2128,26,non_government,bachelors_degree,never_married,1,3,0,0,0,20,20,0
2129,26,non_government,high_school, divorced,11,1,1,0,0,40,15,0
2130,44,non_government,bachelors_degree, married,5,3,1,0,0,40,20,1
2131,56,non_government,high_school, married,8,3,1,0,0,50,20,0
2132,32,non_government,high_school, divorced,6,3,1,0,0,40,20,0
2133,31,non_government,bachelors_degree,never_married,0,3,0,0,0,50,20,0
2134,26,non_government,some_college,never_married,2,1,0,0,0,35,20,0
2135,45,non_government,bachelors_degree, married,1,3,1,0,0,55,20,0
2136,47,government_local,masters_degree, married,1,3,1,0,0,48,20,1
2137,35,non_government,high_school, married,6,3,1,0,0,40,20,0
2138,35,non_government,high_school, married,2,3,0,12565,0,35,20,1
2139,51,government_federal,bachelors_degree, married,0,3,1,0,5441,40,20,0
2140,35,non_government,high_school,never_married,7,3,0,0,0,27,20,0
2141,75,self_employed_not_incorporated,professional_degree, married,1,3,1,0,0,35,20,0
2142,35,non_government,bachelors_degree, divorced,0,3,1,81925,0,50,20,1
2143,57,self_employed_not_incorporated,masters_degree,never_married,11,3,1,0,0,20,20,0
2144,29,non_government,bachelors_degree,never_married,2,2,0,0,0,40,20,0
2145,32,non_government,bachelors_degree, divorced,0,3,0,0,0,40,22,0
2146,30,non_government,professional_degree, divorced,1,3,1,30760,0,50,20,1
2147,25,non_government,masters_degree, married,10,3,1,0,0,40,27,0
2148,45,government_state,high_school, divorced,8,3,1,0,0,48,20,0
2149,40,non_government,some_college,never_married,5,3,0,0,0,50,20,1
2150,43,non_government,associates_degree_vocational,never_married,2,3,0,0,0,55,20,0
2151,34,government_local,bachelors_degree, married,9,3,1,0,0,40,20,1
2152,21,non_government,some_college,never_married,3,3,0,0,0,20,20,0
2153,45,non_government,some_college, married,3,3,1,0,0,60,20,1
2154,45,non_government,some_college, divorced,2,3,0,0,0,40,20,0
2155,56,non_government,high_school, married,2,3,1,0,0,40,20,0
2156,37,non_government,doctoral_degree, married,1,3,1,0,0,99,6,1
2157,29,non_government,bachelors_degree, married,3,3,1,0,0,41,20,0
2158,34,non_government,high_school, divorced,10,3,1,0,0,30,20,0
2159,44,non_government,associates_degree_academic, married,1,3,1,0,0,40,20,0
2160,44,self_employed_incorporated,masters_degree, divorced,0,1,0,0,0,40,20,0
2161,54,government_local,high_school, married,0,3,1,0,0,56,20,0
2162,27,non_government,some_college,never_married,2,3,0,0,0,40,20,0
2163,38,non_government,high_school, divorced,10,3,1,0,0,40,20,0
2164,26,government_local,bachelors_degree,never_married,9,3,1,0,0,40,20,0
2165,63,non_government,high_school, widowed,7,3,0,0,0,34,20,0
2166,31,non_government,associates_degree_academic, divorced,3,3,0,0,2801,45,20,0
2167,41,non_government,professional_degree, married,0,3,0,0,0,50,12,1
2168,46,government_local,associates_degree_academic, married,2,3,1,0,0,40,20,0
2169,28,non_government,high_school, separated,9,3,1,0,0,40,20,0
2170,30,non_government,associates_degree_academic,never_married,5,3,0,0,0,40,20,0
2171,56,non_government,some_college, widowed,0,2,0,0,0,32,20,0
2172,18,non_government,high_school,never_married,10,3,0,0,0,30,20,0
2173,36,non_government,some_college, divorced,2,3,1,0,0,40,22,0
2174,40,non_government,some_college, separated,4,3,1,0,0,40,20,0
2175,27,non_government,associates_degree_vocational, married,6,3,1,0,0,40,27,0
2176,41,government_state,associates_degree_academic, divorced,1,1,0,0,0,36,20,0
2177,37,non_government,bachelors_degree, married,5,3,1,0,5889,40,20,1
2178,45,non_government,some_college, married,6,3,1,0,0,50,20,1
2179,57,non_government,bachelors_degree, married,10,3,1,0,0,40,16,1
2180,45,government_local,high_school, married,8,3,0,14803,0,40,20,1
2181,34,non_government,some_college, married,3,3,1,0,0,60,20,0
2182,37,non_government,bachelors_degree, married,5,3,1,0,0,40,20,1
2183,35,non_government,professional_degree, married,1,3,1,0,0,80,20,1
2184,29,non_government,some_college, divorced,6,3,1,0,0,35,20,1
2185,34,non_government,bachelors_degree, married,0,3,1,0,0,45,20,0
2186,45,non_government,bachelors_degree, married,1,3,1,0,0,50,20,0
2187,33,non_government,high_school,never_married,10,2,0,0,0,40,20,0
2188,56,non_government,associates_degree_vocational, married,3,3,1,43163,0,40,20,1
2189,26,non_government,high_school, married,2,3,1,0,0,40,20,0
2190,44,government_federal,high_school, divorced,10,3,1,0,0,40,20,0
2191,42,non_government,some_college, married,1,3,1,47851,0,32,20,1
2192,27,non_government,some_college,never_married,0,3,0,0,0,65,20,0
2193,36,non_government,high_school, married,6,3,1,0,0,40,20,0
2194,42,self_employed_not_incorporated,high_school, married,3,3,1,0,0,12,20,0
2195,27,non_government,high_school,never_married,3,3,1,0,0,40,18,0
2196,38,non_government,some_college, divorced,0,2,0,0,0,40,20,0
2197,25,non_government,high_school, married,2,3,1,0,0,40,20,0
2198,38,government_federal,some_college, divorced,4,2,0,0,0,40,20,0
2199,24,non_government,some_college,never_married,2,3,1,0,0,40,9,0
2200,54,non_government,high_school, separated,3,3,0,0,0,35,20,0
2201,20,non_government,high_school,never_married,7,2,1,0,0,52,20,0
2202,31,non_government,high_school, separated,0,3,0,0,0,12,20,0
2203,47,non_government,some_college, married,0,3,0,0,0,50,20,0
2204,25,government_state,some_college, married,7,3,0,0,0,15,20,0
2205,21,non_government,high_school,never_married,7,3,0,0,0,32,20,0
2206,47,government_local,some_college, married,6,3,1,0,0,45,20,0
2207,60,government_federal,some_college, married,2,3,1,21616,0,40,20,1
2208,44,non_government,associates_degree_vocational, married,0,2,1,0,0,40,20,0
2209,30,non_government,high_school, separated,6,3,1,0,0,40,20,0
2210,44,non_government,some_college, married,6,3,1,0,0,60,20,1
2211,23,non_government,bachelors_degree,never_married,1,3,1,0,0,50,20,0
2212,24,non_government,bachelors_degree,never_married,2,3,0,0,0,40,20,0
2213,42,non_government,some_college, divorced,0,3,1,0,4145,40,20,0
2214,46,government_local,some_college, married,9,3,1,0,0,70,20,1
2215,26,government_state,bachelors_degree,never_married,2,3,0,0,0,80,20,0
2216,23,non_government,high_school,never_married,2,3,0,0,0,35,20,0
2217,47,self_employed_incorporated,high_school, married,10,3,1,0,0,48,20,0
2218,58,self_employed_not_incorporated,masters_degree, divorced,3,3,1,0,0,18,20,0
2219,62,non_government,high_school, widowed,2,3,0,0,0,38,20,0
2220,39,non_government,high_school, married,0,3,1,0,0,40,20,0
2221,64,non_government,some_college, widowed,3,3,0,0,0,40,20,0
2222,37,self_employed_not_incorporated,doctoral_degree, married,1,3,1,0,0,60,20,0
2223,27,non_government,high_school,never_married,10,3,0,0,0,34,20,0
2224,39,non_government,some_college, married,0,3,0,0,0,35,18,1
2225,54,non_government,bachelors_degree, divorced,0,3,1,0,0,45,20,1
2226,41,non_government,masters_degree,never_married,0,3,1,0,0,35,23,0
2227,36,non_government,some_college,never_married,9,2,0,0,0,40,20,0
2228,33,government_local,some_college,never_married,2,2,0,0,0,18,20,0
2229,46,non_government,associates_degree_academic,never_married,2,3,1,0,0,40,20,0
2230,46,non_government,associates_degree_vocational, divorced,2,3,0,0,0,40,20,0
2231,25,non_government,masters_degree,never_married,1,3,0,7398,0,31,20,0
2232,34,government_state,masters_degree, married,0,3,1,0,0,38,20,0
2233,31,non_government,bachelors_degree,never_married,0,3,1,39505,0,50,20,1
2234,19,non_government,some_college,never_married,3,3,0,0,0,15,20,0
2235,35,non_government,high_school, married,8,3,1,0,0,40,20,0
2236,43,government_state,some_college, divorced,2,3,0,0,0,40,20,0
2237,29,non_government,high_school,never_married,3,3,0,0,0,10,20,0
2238,47,government_federal,high_school,never_married,10,2,1,0,0,40,20,0
2239,42,non_government,some_college, separated,0,3,1,0,0,60,22,0
2240,23,non_government,high_school, married,8,3,1,0,0,60,20,0
2241,44,non_government,masters_degree, married,0,3,1,0,0,50,20,1
2242,54,self_employed_not_incorporated,some_college, married,3,3,1,0,0,40,20,0
2243,61,non_government,high_school, married,0,3,1,0,0,50,20,0
2244,37,non_government,bachelors_degree,never_married,8,3,1,0,0,46,20,0
2245,21,non_government,some_college,never_married,2,3,0,0,0,20,20,0
2246,32,non_government,associates_degree_academic, divorced,1,2,0,0,0,35,20,0
2247,37,non_government,some_college, married,5,3,0,14196,0,40,20,0
2248,31,government_state,associates_degree_academic, separated,7,2,0,0,0,40,20,0
2249,50,government_local,high_school, married,2,3,0,21696,0,30,20,1
2250,22,non_government,some_college,never_married,9,1,1,0,0,24,9,0
2251,39,non_government,high_school, married,6,3,1,0,0,40,20,0
2252,60,self_employed_not_incorporated,high_school, married,11,0,1,0,0,50,20,0
2253,28,non_government,high_school, divorced,8,3,1,0,0,70,20,0
2254,71,self_employed_incorporated,some_college, married,0,3,1,63641,0,50,20,1
2255,57,government_federal,high_school, divorced,2,3,0,0,0,40,20,0
2256,21,non_government,some_college,never_married,2,3,0,0,0,27,20,0
2257,25,non_government,bachelors_degree, married,1,3,1,0,0,40,20,0
2258,19,non_government,high_school,never_married,7,3,0,0,0,40,20,0
2259,37,non_government,masters_degree, divorced,0,3,1,0,0,65,20,0
2260,55,government_federal,some_college, married,6,3,1,0,0,45,20,0
2261,23,non_government,some_college,never_married,7,3,0,0,0,30,20,0
2262,36,government_state,some_college, divorced,7,2,0,0,0,20,20,0
2263,30,non_government,associates_degree_academic, married,3,3,1,0,0,40,20,0
2264,33,non_government,masters_degree,never_married,0,3,0,0,0,40,20,0
2265,31,non_government,associates_degree_vocational, married,3,3,1,0,0,50,20,0
2266,27,non_government,bachelors_degree, married,0,3,1,0,0,50,20,0
2267,29,non_government,high_school, married,3,3,1,0,0,60,20,0
2268,46,non_government,high_school, married,6,3,1,0,0,60,20,0
2269,43,non_government,some_college, married,1,3,0,0,0,40,20,1
2270,52,government_federal,associates_degree_vocational, divorced,11,3,0,0,0,40,20,0
2271,29,non_government,high_school, married,10,3,1,0,0,40,20,0
2272,21,non_government,high_school,never_married,4,3,1,0,0,20,27,0
2273,20,non_government,high_school,never_married,2,3,0,0,0,40,7,0
2274,29,non_government,bachelors_degree, married,1,3,0,0,0,50,20,1
2275,33,non_government,masters_degree, married,0,3,1,21769,0,45,20,1
2276,25,non_government,high_school,never_married,6,3,1,0,0,28,20,0
2277,33,non_government,bachelors_degree, married,0,3,1,0,0,55,20,0
2278,26,non_government,high_school, divorced,2,3,0,0,0,40,20,0
2279,23,non_government,bachelors_degree,never_married,1,3,0,0,0,40,20,0
2280,30,non_government,bachelors_degree,never_married,0,2,1,0,0,40,7,0
2281,21,non_government,associates_degree_academic,never_married,3,3,0,0,0,32,20,0
2282,62,non_government,bachelors_degree, married,2,3,0,0,0,30,20,1
2283,21,non_government,high_school,never_married,7,3,1,0,0,35,20,0
2284,42,non_government,bachelors_degree,never_married,3,3,1,29529,0,50,20,1
2285,24,government_state,high_school, married,5,3,1,0,0,40,20,0
2286,22,self_employed_incorporated,some_college, married,6,3,1,0,0,40,20,0
2287,30,government_state,some_college, married,1,2,0,0,0,40,20,1
2288,27,non_government,some_college,never_married,2,3,0,0,0,39,20,0
2289,43,self_employed_incorporated,some_college, married,0,3,1,0,0,70,20,1
2290,38,government_local,bachelors_degree, married,0,2,1,0,0,50,20,1
2291,44,non_government,high_school, divorced,2,3,0,0,0,40,20,0
2292,63,non_government,bachelors_degree,never_married,3,3,1,0,0,27,20,0
2293,65,non_government,some_college, separated,2,3,0,0,0,38,20,0
2294,39,self_employed_not_incorporated,associates_degree_academic, married,2,3,0,0,0,40,20,1
2295,23,non_government,some_college,never_married,2,3,0,0,0,25,20,0
2296,57,non_government,high_school,never_married,0,3,1,0,0,40,20,0
2297,33,non_government,some_college, married,1,3,0,21426,0,21,20,1
2298,42,non_government,some_college, married,0,3,1,0,0,50,20,0
2299,20,non_government,high_school, separated,10,3,1,0,0,40,20,0
2300,59,non_government,high_school, married,3,3,1,0,0,40,20,0
2301,51,government_federal,bachelors_degree, widowed,2,3,0,0,0,40,20,0
2302,27,non_government,bachelors_degree, married,5,3,1,0,0,30,20,0
2303,71,government_state,professional_degree, married,7,3,1,0,0,28,20,0
2304,18,non_government,high_school, married,6,3,1,0,0,25,20,0
2305,40,non_government,masters_degree,never_married,1,3,0,0,0,45,20,1
2306,49,non_government,some_college, married,7,3,1,0,0,17,20,0
2307,39,government_local,associates_degree_academic, married,6,3,0,0,0,50,20,1
2308,22,non_government,bachelors_degree,never_married,0,1,0,0,0,40,20,0
2309,64,non_government,high_school, married,9,3,1,0,0,40,20,0
2310,52,self_employed_incorporated,bachelors_degree, married,3,3,1,0,0,60,20,0
2311,34,non_government,bachelors_degree, married,2,3,0,0,0,25,20,0
2312,31,non_government,bachelors_degree,never_married,1,3,1,0,0,25,20,0
2313,33,non_government,high_school, married,6,3,1,0,0,40,20,0
2314,25,non_government,high_school,never_married,10,3,1,0,0,40,20,0
2315,22,non_government,some_college,never_married,7,3,1,0,0,40,20,0
2316,23,non_government,associates_degree_vocational, separated,0,3,0,0,0,40,20,0
2317,34,non_government,associates_degree_vocational, married,3,3,1,0,0,40,20,0
2318,64,non_government,some_college, widowed,5,3,0,0,0,40,20,0
2319,36,non_government,high_school,never_married,10,3,1,0,0,40,20,0
2320,42,non_government,high_school, married,8,0,1,0,0,60,20,0
2321,44,non_government,bachelors_degree, married,6,3,1,0,0,50,20,1
2322,33,government_local,associates_degree_vocational, married,5,3,1,0,0,50,20,0
2323,55,government_state,some_college, married,2,3,0,0,0,37,20,0
2324,23,non_government,associates_degree_vocational,never_married,6,3,1,0,0,50,20,0
2325,31,non_government,some_college,never_married,3,1,0,0,0,50,20,0
2326,52,non_government,bachelors_degree, married,0,3,1,0,0,40,20,1
2327,55,non_government,some_college, married,0,3,1,0,5510,40,20,1
2328,34,non_government,masters_degree, married,0,3,1,0,0,40,20,1
2329,24,non_government,high_school,never_married,3,3,1,0,0,38,20,0
2330,55,non_government,high_school, divorced,2,3,0,0,0,40,20,0
2331,30,non_government,some_college, married,0,3,0,0,0,45,20,0
2332,20,non_government,some_college,never_married,7,3,0,0,0,32,20,0
2333,23,non_government,associates_degree_vocational,never_married,2,3,0,0,0,36,20,0
2334,23,non_government,high_school,never_married,2,3,0,0,0,45,20,0
2335,38,non_government,bachelors_degree,never_married,7,3,1,0,0,40,20,0
2336,30,non_government,bachelors_degree,never_married,0,3,0,0,0,45,7,0
2337,29,non_government,high_school, married,6,3,1,0,0,40,20,0
2338,44,government_state,some_college, married,0,3,1,9844,0,40,20,0
2339,31,non_government,high_school,never_married,7,3,1,0,0,40,20,0
2340,36,non_government,some_college,never_married,7,3,0,0,5088,40,20,0
2341,23,non_government,bachelors_degree, married,0,3,1,0,0,40,20,0
2342,45,self_employed_not_incorporated,associates_degree_vocational, married,11,3,1,0,0,60,20,0
2343,23,non_government,associates_degree_vocational,never_married,5,3,1,0,0,40,20,0
2344,39,non_government,bachelors_degree,never_married,0,3,0,0,0,40,20,0
2345,41,self_employed_not_incorporated,high_school, married,0,3,1,0,0,38,20,0
2346,43,non_government,masters_degree,never_married,7,3,0,0,0,30,16,0
2347,27,government_local,bachelors_degree,never_married,5,3,1,0,0,50,20,0
2348,30,government_state,associates_degree_vocational, married,9,3,1,0,0,40,20,0
2349,27,non_government,high_school,never_married,6,3,1,0,0,40,20,0
2350,22,non_government,high_school,never_married,6,3,1,0,0,40,20,0
2351,44,non_government,high_school, married,8,3,1,0,0,40,20,0
2352,24,non_government,associates_degree_vocational, married,6,3,1,0,0,40,20,0
2353,49,non_government,high_school, divorced,7,3,0,0,0,40,20,0
2354,47,non_government,bachelors_degree, married,1,3,1,0,0,40,20,1
2355,39,non_government,bachelors_degree, married,3,3,1,0,0,55,20,0
2356,34,self_employed_not_incorporated,associates_degree_vocational,never_married,7,3,0,0,0,40,20,0
2357,24,government_local,bachelors_degree,never_married,1,3,1,0,0,50,20,0
2358,24,non_government,high_school,never_married,2,3,1,0,0,40,20,0
2359,40,non_government,doctoral_degree, married,1,3,1,0,0,40,20,1
2360,22,non_government,some_college,never_married,3,3,0,0,0,15,20,0
2361,37,non_government,some_college, married,0,2,1,0,0,80,20,1
2362,47,non_government,high_school, divorced,3,3,0,0,0,45,20,0
2363,34,government_state,bachelors_degree, married,2,3,1,0,0,20,11,0
2364,55,non_government,some_college, divorced,9,3,1,0,0,40,20,0
2365,24,non_government,bachelors_degree,never_married,2,3,1,0,0,30,20,0
2366,25,non_government,some_college, separated,2,2,0,0,0,40,26,0
2367,29,non_government,high_school,never_married,7,3,0,0,0,30,20,0
2368,25,non_government,high_school,never_married,7,3,1,0,0,40,20,0
2369,31,government_local,bachelors_degree, divorced,1,3,0,0,0,40,20,0
2370,44,government_federal,associates_degree_academic, married,6,3,1,0,0,40,20,1
2371,36,non_government,doctoral_degree, married,1,3,1,0,0,50,22,0
2372,34,non_government,high_school, married,0,3,1,0,0,40,20,0
2373,32,non_government,some_college,never_married,6,3,1,0,0,72,27,0
2374,33,non_government,high_school,never_married,6,3,1,0,0,45,20,0
2375,46,government_federal,professional_degree, separated,1,3,0,0,0,40,7,1
2376,47,non_government,bachelors_degree, divorced,3,3,0,0,0,50,20,0
2377,36,non_government,associates_degree_academic, married,10,3,1,8008,0,40,20,0
2378,46,government_local,bachelors_degree, divorced,9,2,1,0,0,50,20,1
2379,55,non_government,bachelors_degree, married,10,3,1,0,0,40,20,0
2380,22,non_government,high_school,never_married,7,3,0,0,0,45,20,0
2381,55,self_employed_not_incorporated,bachelors_degree, married,0,3,1,0,0,40,20,1
2382,38,non_government,masters_degree,never_married,0,2,0,0,0,35,20,0
2383,25,non_government,associates_degree_vocational, married,6,3,1,0,0,45,20,0
2384,48,non_government,some_college, married,8,3,1,0,0,60,20,0
2385,47,non_government,high_school, married,3,2,1,0,0,40,20,0
2386,30,non_government,high_school, married,0,3,1,0,0,62,20,0
2387,26,non_government,high_school, divorced,3,3,0,0,0,40,20,0
2388,45,non_government,high_school, married,6,3,1,0,0,72,27,0
2389,28,self_employed_not_incorporated,some_college,never_married,6,3,1,0,0,50,2,0
2390,38,non_government,bachelors_degree,never_married,1,3,1,0,0,40,20,0
2391,19,non_government,some_college,never_married,7,3,1,0,0,25,20,0
2392,19,non_government,high_school,never_married,3,3,1,0,0,50,20,0
2393,41,non_government,associates_degree_vocational, married,2,3,0,21618,0,44,20,1
2394,38,non_government,associates_degree_vocational, divorced,6,3,1,0,0,40,20,0
2395,36,self_employed_not_incorporated,high_school, married,11,3,1,0,0,35,20,0
2396,48,government_state,doctoral_degree, married,1,3,1,0,0,65,20,1
2397,25,government_state,masters_degree,never_married,0,3,1,0,0,40,20,0
2398,36,self_employed_not_incorporated,bachelors_degree, married,11,3,1,0,0,50,20,0
2399,46,non_government,bachelors_degree, divorced,1,3,0,0,0,40,20,0
2400,41,non_government,high_school, married,6,3,1,0,0,40,20,0
2401,49,government_federal,masters_degree,never_married,0,3,1,0,0,56,20,1
2402,22,non_government,associates_degree_academic,never_married,4,2,1,0,0,20,26,0
2403,47,non_government,some_college, married,10,3,1,0,0,46,20,0
2404,45,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
2405,51,self_employed_not_incorporated,bachelors_degree, married,3,3,1,46679,0,50,20,1
2406,48,non_government,high_school, married,3,3,1,8228,0,15,20,0
2407,22,non_government,some_college,never_married,2,3,0,0,0,15,20,0
2408,43,non_government,professional_degree, divorced,0,3,1,0,0,40,20,0
2409,38,non_government,professional_degree, separated,1,3,1,0,0,35,20,1
2410,33,non_government,associates_degree_vocational, married,8,3,1,0,0,84,20,1
2411,31,non_government,bachelors_degree,never_married,11,3,1,0,0,40,20,0
2412,50,non_government,masters_degree, married,0,1,1,22988,0,40,15,1
2413,64,non_government,high_school, married,7,3,1,0,0,20,20,0
2414,46,government_state,bachelors_degree, married,1,3,1,0,0,38,20,0
2415,24,non_government,some_college, married,6,3,1,0,0,56,20,0
2416,26,non_government,some_college,never_married,7,3,1,0,0,20,20,0
2417,42,non_government,associates_degree_vocational,never_married,2,3,0,0,0,40,20,0
2418,58,non_government,some_college, divorced,7,3,0,0,0,42,6,0
2419,58,non_government,high_school, divorced,2,3,0,6604,0,40,20,0
2420,31,government_federal,associates_degree_academic, married,6,3,1,0,0,40,20,0
2421,36,government_local,associates_degree_vocational, married,9,3,1,0,0,53,20,1
2422,21,non_government,high_school,never_married,6,3,1,0,0,48,20,0
2423,52,non_government,associates_degree_academic, married,0,3,1,0,0,40,20,0
2424,40,government_state,masters_degree, married,1,3,0,42292,0,37,20,1
2425,28,non_government,some_college,never_married,2,2,0,0,0,40,20,0
2426,36,government_local,bachelors_degree,never_married,1,3,1,0,0,50,20,0
2427,23,non_government,associates_degree_vocational,never_married,6,3,1,0,0,33,20,0
2428,47,non_government,bachelors_degree, divorced,7,3,0,0,0,25,7,0
2429,29,non_government,some_college, married,3,1,0,0,0,26,9,0
2430,23,non_government,bachelors_degree,never_married,2,2,1,0,0,24,20,0
2431,25,non_government,high_school, married,4,3,1,0,0,40,20,0
2432,34,non_government,high_school,never_married,7,3,1,0,0,40,20,0
2433,42,self_employed_not_incorporated,high_school, married,6,3,1,0,6387,48,20,0
2434,61,non_government,some_college, divorced,2,3,0,0,0,43,20,0
2435,65,non_government,high_school, widowed,7,3,0,0,0,17,20,0
2436,41,non_government,bachelors_degree, married,0,3,1,24163,0,50,20,1
2437,43,government_federal,bachelors_degree, divorced,0,3,1,0,0,40,20,1
2438,49,non_government,high_school, married,7,2,1,0,0,40,20,0
2439,20,non_government,high_school,never_married,7,3,1,0,6109,40,20,0
2440,44,self_employed_not_incorporated,high_school, married,6,3,1,9363,0,50,20,0
2441,42,non_government,some_college, divorced,2,2,0,0,0,38,20,0
2442,40,non_government,high_school, married,6,3,1,0,0,40,20,0
2443,25,non_government,associates_degree_vocational,never_married,1,3,0,0,0,36,22,0
2444,26,non_government,high_school, married,6,3,1,0,0,45,20,0
2445,30,self_employed_not_incorporated,associates_degree_vocational,never_married,6,3,1,0,0,60,20,0
2446,25,non_government,bachelors_degree,never_married,0,3,0,0,0,20,20,0
2447,24,non_government,high_school,never_married,10,3,1,0,0,40,20,0
2448,22,non_government,high_school, married,0,3,1,0,0,48,20,0
2449,33,non_government,bachelors_degree,never_married,1,3,1,0,4429,36,20,0
2450,38,non_government,associates_degree_vocational, divorced,6,3,1,0,0,40,20,0
2451,26,non_government,some_college,never_married,2,3,0,0,0,40,20,0
2452,54,non_government,some_college, divorced,8,3,1,0,0,55,20,0
2453,41,self_employed_incorporated,bachelors_degree, widowed,1,3,0,0,0,40,20,0
2454,36,non_government,bachelors_degree, married,0,3,1,0,0,50,20,1
2455,55,self_employed_incorporated,high_school, divorced,3,3,0,0,0,50,20,1
2456,19,non_government,some_college,never_married,7,3,0,0,0,25,20,0
2457,43,non_government,masters_degree, married,0,3,0,46048,0,32,20,1
2458,25,non_government,some_college,never_married,3,3,1,0,0,45,20,0
2459,56,non_government,bachelors_degree, married,1,3,1,0,0,50,20,0
2460,23,non_government,high_school,never_married,10,3,0,0,0,40,20,0
2461,47,self_employed_not_incorporated,masters_degree, divorced,1,3,1,0,0,40,20,0
2462,32,government_federal,bachelors_degree, married,2,3,1,0,0,35,20,1
2463,39,non_government,bachelors_degree, married,0,3,1,0,5982,40,20,1
2464,47,non_government,high_school, married,6,3,1,0,0,40,20,0
2465,62,non_government,high_school, widowed,2,3,0,0,0,38,20,0
2466,42,non_government,high_school,never_married,3,3,0,0,0,40,20,0
2467,18,non_government,high_school,never_married,3,3,0,0,0,20,20,0
2468,58,non_government,some_college, divorced,2,3,0,0,0,40,20,0
2469,19,non_government,associates_degree_vocational,never_married,1,3,0,0,0,40,20,0
2470,47,non_government,some_college, married,2,3,1,0,0,45,27,0
2471,64,non_government,high_school, married,6,3,1,0,0,40,20,0
2472,33,non_government,high_school,never_married,6,3,1,0,0,50,20,0
2473,50,non_government,high_school, married,6,3,1,0,0,40,16,0
2474,38,government_state,bachelors_degree, married,9,2,1,0,0,52,20,0
2475,25,government_local,associates_degree_academic,never_married,2,2,0,0,0,38,20,0
2476,40,government_state,doctoral_degree, married,1,3,1,0,5525,50,20,1
2477,45,self_employed_not_incorporated,high_school, married,0,1,1,0,0,40,1,0
2478,18,non_government,high_school,never_married,7,3,0,0,0,30,20,0
